State_Name,District_Name,Crop_Year,Season,Crop,Cost
Andhra Pradesh,GUNTUR,2014,Rabi       ,Tomato,111.8809152
Andhra Pradesh,GUNTUR,2014,Rabi       ,Urad,140.1960107
Andhra Pradesh,GUNTUR,2014,Whole Year ,Coconut ,135
Andhra Pradesh,GUNTUR,2014,Whole Year ,Rice,134.8029818
Andhra Pradesh,KADAPA,1997,Kharif     ,Arhar/Tur,57.48282762
Andhra Pradesh,KADAPA,1997,Kharif     ,Bajra,76.58913432
Andhra Pradesh,KADAPA,1997,Kharif     ,Castor seed,48.90673217
Andhra Pradesh,KADAPA,1997,Kharif     ,Cotton(lint),93
Andhra Pradesh,KADAPA,1997,Kharif     ,Dry chillies,78
Andhra Pradesh,KADAPA,1997,Kharif     ,Groundnut,107
Andhra Pradesh,KADAPA,1997,Kharif     ,Horse-gram,50
Andhra Pradesh,KADAPA,1997,Kharif     ,Jowar,22
Andhra Pradesh,KADAPA,1997,Kharif     ,Korra,62
Andhra Pradesh,KADAPA,1997,Kharif     ,Maize,122.5516509
Andhra Pradesh,KADAPA,1997,Kharif     ,Moong(Green Gram),131.202731
Andhra Pradesh,KADAPA,1997,Kharif     ,Ragi,108.3611292
Andhra Pradesh,KADAPA,1997,Kharif     ,Rice,101.7310987
Andhra Pradesh,KADAPA,1997,Kharif     ,Sesamum,118.9738375
Andhra Pradesh,KADAPA,1997,Kharif     ,Sugarcane,149.1545826
Andhra Pradesh,KADAPA,1997,Kharif     ,Sunflower,155.1377125
Andhra Pradesh,KADAPA,1997,Kharif     ,Tobacco,146.601374
Andhra Pradesh,KADAPA,1997,Rabi       ,Dry chillies,177
Andhra Pradesh,KADAPA,1997,Rabi       ,Gram,103
Andhra Pradesh,KADAPA,1997,Rabi       ,Groundnut,84
Andhra Pradesh,KADAPA,1997,Rabi       ,Horse-gram,39
Andhra Pradesh,KADAPA,1997,Rabi       ,Jowar,31
Andhra Pradesh,KADAPA,1997,Rabi       ,Ragi,158.5126882
Andhra Pradesh,KADAPA,1997,Rabi       ,Rice,153.1746728
Andhra Pradesh,KADAPA,1997,Rabi       ,Sunflower,102.69516
Andhra Pradesh,KADAPA,1997,Rabi       ,Urad,118.9591931
Andhra Pradesh,KADAPA,1998,Kharif     ,Arhar/Tur,54.16564218
Andhra Pradesh,KADAPA,1998,Kharif     ,Bajra,62.61792836
Andhra Pradesh,KADAPA,1998,Kharif     ,Castor seed,58.87729615
Andhra Pradesh,KADAPA,1998,Kharif     ,Cotton(lint),87
Andhra Pradesh,KADAPA,1998,Kharif     ,Dry chillies,112
Andhra Pradesh,KADAPA,1998,Kharif     ,Gram,120
Andhra Pradesh,KADAPA,1998,Kharif     ,Groundnut,109
Andhra Pradesh,KADAPA,1998,Kharif     ,Horse-gram,39
Andhra Pradesh,KADAPA,1998,Kharif     ,Jowar,32
Andhra Pradesh,KADAPA,1998,Kharif     ,Korra,67
Andhra Pradesh,KADAPA,1998,Kharif     ,Maize,153.2452546
Andhra Pradesh,KADAPA,1998,Kharif     ,Moong(Green Gram),124.1400809
Andhra Pradesh,KADAPA,1998,Kharif     ,Ragi,115.7449494
Andhra Pradesh,KADAPA,1998,Kharif     ,Rice,133.2042425
Andhra Pradesh,KADAPA,1998,Kharif     ,Sesamum,141.2331017
Andhra Pradesh,KADAPA,1998,Kharif     ,Sunflower,142.9294065
Andhra Pradesh,KADAPA,1998,Rabi       ,Bajra,61.72869232
Andhra Pradesh,KADAPA,1998,Rabi       ,Dry chillies,114
Andhra Pradesh,KADAPA,1998,Rabi       ,Gram,128
Andhra Pradesh,KADAPA,1998,Rabi       ,Groundnut,119
Andhra Pradesh,KADAPA,1998,Rabi       ,Horse-gram,48
Andhra Pradesh,KADAPA,1998,Rabi       ,Jowar,22
Andhra Pradesh,KADAPA,1998,Rabi       ,Ragi,151.1401244
Andhra Pradesh,KADAPA,1998,Rabi       ,Rice,155.8070326
Andhra Pradesh,KADAPA,1998,Rabi       ,Sesamum,136.6617371
Andhra Pradesh,KADAPA,1998,Rabi       ,Sunflower,153.8392672
Andhra Pradesh,KADAPA,1998,Rabi       ,Urad,139.294409
Andhra Pradesh,KADAPA,1998,Rabi       ,Wheat,154.4878887
Andhra Pradesh,KADAPA,1998,Whole Year ,Sugarcane,123.9513031
Andhra Pradesh,KADAPA,1998,Whole Year ,Tobacco,129.7393601
Andhra Pradesh,KADAPA,1999,Kharif     ,Bajra,84.31252249
Andhra Pradesh,KADAPA,1999,Kharif     ,Castor seed,46.98894237
Andhra Pradesh,KADAPA,1999,Kharif     ,Cotton(lint),93
Andhra Pradesh,KADAPA,1999,Kharif     ,Groundnut,98
Andhra Pradesh,KADAPA,1999,Kharif     ,Horse-gram,33
Andhra Pradesh,KADAPA,1999,Kharif     ,Jowar,30
Andhra Pradesh,KADAPA,1999,Kharif     ,Maize,109.1397557
Andhra Pradesh,KADAPA,1999,Kharif     ,Masoor,109.4613646
Andhra Pradesh,KADAPA,1999,Kharif     ,Moong(Green Gram),122.3721017
Andhra Pradesh,KADAPA,1999,Kharif     ,Ragi,124.8458814
Andhra Pradesh,KADAPA,1999,Kharif     ,Rice,108.4931369
Andhra Pradesh,KADAPA,1999,Kharif     ,Sesamum,133.1553387
Andhra Pradesh,KADAPA,1999,Kharif     ,Sunflower,139.6993561
Andhra Pradesh,KADAPA,1999,Kharif     ,Urad,123.1232561
Andhra Pradesh,KADAPA,1999,Rabi       ,Bajra,85.51973629
Andhra Pradesh,KADAPA,1999,Rabi       ,Gram,135
Andhra Pradesh,KADAPA,1999,Rabi       ,Groundnut,98
Andhra Pradesh,KADAPA,1999,Rabi       ,Horse-gram,38
Andhra Pradesh,KADAPA,1999,Rabi       ,Jowar,33
Andhra Pradesh,KADAPA,1999,Rabi       ,Maize,121.3346153
Andhra Pradesh,KADAPA,1999,Rabi       ,Masoor,128.3769096
Andhra Pradesh,KADAPA,1999,Rabi       ,Moong(Green Gram),103.4572573
Andhra Pradesh,KADAPA,1999,Rabi       ,Ragi,127.7287315
Andhra Pradesh,KADAPA,1999,Rabi       ,Rapeseed &Mustard,144.6043316
Andhra Pradesh,KADAPA,1999,Rabi       ,Rice,127.2406396
Andhra Pradesh,KADAPA,1999,Rabi       ,Sesamum,150.3441126
Andhra Pradesh,KADAPA,1999,Rabi       ,Urad,160.6204746
Andhra Pradesh,KADAPA,1999,Rabi       ,Wheat,157.3167938
Andhra Pradesh,KADAPA,1999,Whole Year ,Dry chillies,167
Andhra Pradesh,KADAPA,1999,Whole Year ,Onion,157.0751727
Andhra Pradesh,KADAPA,1999,Whole Year ,Sugarcane,145.4700338
Andhra Pradesh,KADAPA,2000,Kharif     ,Arhar/Tur,56.78518269
Andhra Pradesh,KADAPA,2000,Kharif     ,Bajra,44.99564916
Andhra Pradesh,KADAPA,2000,Kharif     ,Castor seed,56.29325787
Andhra Pradesh,KADAPA,2000,Kharif     ,Cotton(lint),102
Andhra Pradesh,KADAPA,2000,Kharif     ,Dry chillies,87
Andhra Pradesh,KADAPA,2000,Kharif     ,Groundnut,110
Andhra Pradesh,KADAPA,2000,Kharif     ,Horse-gram,49
Andhra Pradesh,KADAPA,2000,Kharif     ,Jowar,28
Andhra Pradesh,KADAPA,2000,Kharif     ,Korra,61
Andhra Pradesh,KADAPA,2000,Kharif     ,Maize,154.1255476
Andhra Pradesh,KADAPA,2000,Kharif     ,Mesta,131.0241769
Andhra Pradesh,KADAPA,2000,Kharif     ,Moong(Green Gram),100.5705252
Andhra Pradesh,KADAPA,2000,Kharif     ,Onion,145.618482
Andhra Pradesh,KADAPA,2000,Kharif     ,Other Kharif pulses,102.2782162
Andhra Pradesh,KADAPA,2000,Kharif     ,other misc. pulses,126.3494588
Andhra Pradesh,KADAPA,2000,Kharif     ,Ragi,100.0088638
Andhra Pradesh,KADAPA,2000,Kharif     ,Rice,112.4787074
Andhra Pradesh,KADAPA,2000,Kharif     ,Samai,140.0215694
Andhra Pradesh,KADAPA,2000,Kharif     ,Sesamum,122.303046
Andhra Pradesh,KADAPA,2000,Kharif     ,Small millets,157.1124612
Andhra Pradesh,KADAPA,2000,Kharif     ,Sunflower,159.7484274
Andhra Pradesh,KADAPA,2000,Kharif     ,Urad,130.876139
Andhra Pradesh,KADAPA,2000,Rabi       ,Arhar/Tur,43.4893476
Andhra Pradesh,KADAPA,2000,Rabi       ,Bajra,75.57339164
Andhra Pradesh,KADAPA,2000,Rabi       ,Dry chillies,155
Andhra Pradesh,KADAPA,2000,Rabi       ,Gram,122
Andhra Pradesh,KADAPA,2000,Rabi       ,Groundnut,108
Andhra Pradesh,KADAPA,2000,Rabi       ,Horse-gram,35
Andhra Pradesh,KADAPA,2000,Rabi       ,Jowar,28
Andhra Pradesh,KADAPA,2000,Rabi       ,Korra,54
Andhra Pradesh,KADAPA,2000,Rabi       ,Maize,144.1239222
Andhra Pradesh,KADAPA,2000,Rabi       ,Moong(Green Gram),130.9597737
Andhra Pradesh,KADAPA,2000,Rabi       ,Onion,157.7446331
Andhra Pradesh,KADAPA,2000,Rabi       ,Ragi,153.1257511
Andhra Pradesh,KADAPA,2000,Rabi       ,Rice,109.0035665
Andhra Pradesh,KADAPA,2000,Rabi       ,Safflower,102.4599948
Andhra Pradesh,KADAPA,2000,Rabi       ,Samai,155.7447803
Andhra Pradesh,KADAPA,2000,Rabi       ,Sesamum,102.4093017
Andhra Pradesh,KADAPA,2000,Rabi       ,Small millets,121.8986311
Andhra Pradesh,KADAPA,2000,Rabi       ,Urad,119.8647838
Andhra Pradesh,KADAPA,2000,Rabi       ,Wheat,109.7284259
Andhra Pradesh,KADAPA,2000,Whole Year ,Banana,24.54671091
Andhra Pradesh,KADAPA,2000,Whole Year ,Cashewnut,423
Andhra Pradesh,KADAPA,2000,Whole Year ,Coconut ,204
Andhra Pradesh,KADAPA,2000,Whole Year ,Coriander,90
Andhra Pradesh,KADAPA,2000,Whole Year ,Sugarcane,116.5435391
Andhra Pradesh,KADAPA,2000,Whole Year ,Sweet potato,156.5910616
Andhra Pradesh,KADAPA,2000,Whole Year ,Tobacco,144.068001
Andhra Pradesh,KADAPA,2000,Whole Year ,Turmeric,128.3069547
Andhra Pradesh,KADAPA,2001,Kharif     ,Arhar/Tur,47.7269303
Andhra Pradesh,KADAPA,2001,Kharif     ,Bajra,65.64050846
Andhra Pradesh,KADAPA,2001,Kharif     ,Castor seed,51.06673922
Andhra Pradesh,KADAPA,2001,Kharif     ,Cotton(lint),103
Andhra Pradesh,KADAPA,2001,Kharif     ,Dry chillies,85
Andhra Pradesh,KADAPA,2001,Kharif     ,Gram,108
Andhra Pradesh,KADAPA,2001,Kharif     ,Groundnut,107
Andhra Pradesh,KADAPA,2001,Kharif     ,Horse-gram,33
Andhra Pradesh,KADAPA,2001,Kharif     ,Jowar,34
Andhra Pradesh,KADAPA,2001,Kharif     ,Korra,66
Andhra Pradesh,KADAPA,2001,Kharif     ,Maize,127.159265
Andhra Pradesh,KADAPA,2001,Kharif     ,Moong(Green Gram),137.703401
Andhra Pradesh,KADAPA,2001,Kharif     ,Onion,109.3213656
Andhra Pradesh,KADAPA,2001,Kharif     ,Other Kharif pulses,134.9236537
Andhra Pradesh,KADAPA,2001,Kharif     ,Ragi,107.3046192
Andhra Pradesh,KADAPA,2001,Kharif     ,Rice,110.7075734
Andhra Pradesh,KADAPA,2001,Kharif     ,Samai,143.6845327
Andhra Pradesh,KADAPA,2001,Kharif     ,Sesamum,131.5163879
Andhra Pradesh,KADAPA,2001,Kharif     ,Small millets,131.6052077
Andhra Pradesh,KADAPA,2001,Kharif     ,Sunflower,142.2576724
Andhra Pradesh,KADAPA,2001,Kharif     ,Urad,102.4796289
Andhra Pradesh,KADAPA,2001,Rabi       ,Arhar/Tur,40.1777754
Andhra Pradesh,KADAPA,2001,Rabi       ,Bajra,65.0406414
Andhra Pradesh,KADAPA,2001,Rabi       ,Dry chillies,173
Andhra Pradesh,KADAPA,2001,Rabi       ,Gram,105
Andhra Pradesh,KADAPA,2001,Rabi       ,Groundnut,83
Andhra Pradesh,KADAPA,2001,Rabi       ,Horse-gram,45
Andhra Pradesh,KADAPA,2001,Rabi       ,Jowar,27
Andhra Pradesh,KADAPA,2001,Rabi       ,Korra,71
Andhra Pradesh,KADAPA,2001,Rabi       ,Maize,140.2624353
Andhra Pradesh,KADAPA,2001,Rabi       ,Moong(Green Gram),129.6474048
Andhra Pradesh,KADAPA,2001,Rabi       ,Onion,147.369347
Andhra Pradesh,KADAPA,2001,Rabi       ,Other  Rabi pulses,120.7320718
Andhra Pradesh,KADAPA,2001,Rabi       ,Ragi,146.2816119
Andhra Pradesh,KADAPA,2001,Rabi       ,Rice,108.2813645
Andhra Pradesh,KADAPA,2001,Rabi       ,Samai,129.6735803
Andhra Pradesh,KADAPA,2001,Rabi       ,Sesamum,124.6764208
Andhra Pradesh,KADAPA,2001,Rabi       ,Small millets,110.5878562
Andhra Pradesh,KADAPA,2001,Rabi       ,Urad,132.9986832
Andhra Pradesh,KADAPA,2001,Rabi       ,Wheat,129.5495326
Andhra Pradesh,KADAPA,2001,Whole Year ,Banana,37.9493619
Andhra Pradesh,KADAPA,2001,Whole Year ,Cashewnut,514
Andhra Pradesh,KADAPA,2001,Whole Year ,Coconut ,172
Andhra Pradesh,KADAPA,2001,Whole Year ,Coriander,66
Andhra Pradesh,KADAPA,2001,Whole Year ,Sugarcane,148.278227
Andhra Pradesh,KADAPA,2001,Whole Year ,Sweet potato,149.1381767
Andhra Pradesh,KADAPA,2001,Whole Year ,Tobacco,111.6348359
Andhra Pradesh,KADAPA,2001,Whole Year ,Turmeric,114.3843375
Andhra Pradesh,KADAPA,2002,Kharif     ,Arhar/Tur,55.20304405
Andhra Pradesh,KADAPA,2002,Kharif     ,Bajra,76.82018479
Andhra Pradesh,KADAPA,2002,Kharif     ,Castor seed,50.17656004
Andhra Pradesh,KADAPA,2002,Kharif     ,Cotton(lint),105
Andhra Pradesh,KADAPA,2002,Kharif     ,Dry chillies,73
Andhra Pradesh,KADAPA,2002,Kharif     ,Gram,124
Andhra Pradesh,KADAPA,2002,Kharif     ,Groundnut,100
Andhra Pradesh,KADAPA,2002,Kharif     ,Horse-gram,35
Andhra Pradesh,KADAPA,2002,Kharif     ,Jowar,35
Andhra Pradesh,KADAPA,2002,Kharif     ,Maize,152.8056705
Andhra Pradesh,KADAPA,2002,Kharif     ,Moong(Green Gram),152.3007212
Andhra Pradesh,KADAPA,2002,Kharif     ,Onion,112.5952741
Andhra Pradesh,KADAPA,2002,Kharif     ,Ragi,136.8902996
Andhra Pradesh,KADAPA,2002,Kharif     ,Rice,157.3919107
Andhra Pradesh,KADAPA,2002,Kharif     ,Sesamum,122.3139594
Andhra Pradesh,KADAPA,2002,Kharif     ,Small millets,142.1224726
Andhra Pradesh,KADAPA,2002,Kharif     ,Sunflower,116.4001452
Andhra Pradesh,KADAPA,2002,Kharif     ,Urad,137.8542632
Andhra Pradesh,KADAPA,2002,Rabi       ,Arhar/Tur,43.11266368
Andhra Pradesh,KADAPA,2002,Rabi       ,Bajra,54.86769378
Andhra Pradesh,KADAPA,2002,Rabi       ,Dry chillies,146
Andhra Pradesh,KADAPA,2002,Rabi       ,Gram,138
Andhra Pradesh,KADAPA,2002,Rabi       ,Groundnut,111
Andhra Pradesh,KADAPA,2002,Rabi       ,Horse-gram,41
Andhra Pradesh,KADAPA,2002,Rabi       ,Jowar,33
Andhra Pradesh,KADAPA,2002,Rabi       ,Maize,147.8885077
Andhra Pradesh,KADAPA,2002,Rabi       ,Moong(Green Gram),122.4642869
Andhra Pradesh,KADAPA,2002,Rabi       ,Onion,153.0749116
Andhra Pradesh,KADAPA,2002,Rabi       ,Ragi,110.0888586
Andhra Pradesh,KADAPA,2002,Rabi       ,Rice,145.9714441
Andhra Pradesh,KADAPA,2002,Rabi       ,Safflower,118.2940295
Andhra Pradesh,KADAPA,2002,Rabi       ,Sesamum,145.8508071
Andhra Pradesh,KADAPA,2002,Rabi       ,Small millets,125.0864864
Andhra Pradesh,KADAPA,2002,Rabi       ,Urad,150.8663883
Andhra Pradesh,KADAPA,2002,Rabi       ,Wheat,131.319029
Andhra Pradesh,KADAPA,2002,Whole Year ,Banana,38.70755797
Andhra Pradesh,KADAPA,2002,Whole Year ,Beans & Mutter(Vegetable),254.9725041
Andhra Pradesh,KADAPA,2002,Whole Year ,Bhindi,30.0167136
Andhra Pradesh,KADAPA,2002,Whole Year ,Bottle Gourd,24.05067655
Andhra Pradesh,KADAPA,2002,Whole Year ,Brinjal,34.89139164
Andhra Pradesh,KADAPA,2002,Whole Year ,Cashewnut,549
Andhra Pradesh,KADAPA,2002,Whole Year ,Citrus Fruit,106
Andhra Pradesh,KADAPA,2002,Whole Year ,Coconut ,193
Andhra Pradesh,KADAPA,2002,Whole Year ,Coriander,64
Andhra Pradesh,KADAPA,2002,Whole Year ,Cucumber,56
Andhra Pradesh,KADAPA,2002,Whole Year ,Mango,131.4576306
Andhra Pradesh,KADAPA,2002,Whole Year ,Orange,118.8357005
Andhra Pradesh,KADAPA,2002,Whole Year ,Other Fresh Fruits,107.6986224
Andhra Pradesh,KADAPA,2002,Whole Year ,Other Vegetables,12
Andhra Pradesh,KADAPA,2002,Whole Year ,Papaya,106.8062322
Andhra Pradesh,KADAPA,2002,Whole Year ,Pome Fruit,154.1545934
Andhra Pradesh,KADAPA,2002,Whole Year ,Sugarcane,114.6177666
Andhra Pradesh,KADAPA,2002,Whole Year ,Sweet potato,144.7709393
Andhra Pradesh,KADAPA,2002,Whole Year ,Tobacco,143.4771477
Andhra Pradesh,KADAPA,2002,Whole Year ,Tomato,128.0540288
Andhra Pradesh,KADAPA,2002,Whole Year ,Turmeric,135.5677824
Andhra Pradesh,KADAPA,2003,Kharif     ,Arhar/Tur,47.38135853
Andhra Pradesh,KADAPA,2003,Kharif     ,Bajra,41.56596801
Andhra Pradesh,KADAPA,2003,Kharif     ,Castor seed,45.15607778
Andhra Pradesh,KADAPA,2003,Kharif     ,Cotton(lint),100
Andhra Pradesh,KADAPA,2003,Kharif     ,Dry chillies,183
Andhra Pradesh,KADAPA,2003,Kharif     ,Groundnut,92
Andhra Pradesh,KADAPA,2003,Kharif     ,Horse-gram,37
Andhra Pradesh,KADAPA,2003,Kharif     ,Jowar,20
Andhra Pradesh,KADAPA,2003,Kharif     ,Korra,67
Andhra Pradesh,KADAPA,2003,Kharif     ,Maize,123.011067
Andhra Pradesh,KADAPA,2003,Kharif     ,Moong(Green Gram),146.165052
Andhra Pradesh,KADAPA,2003,Kharif     ,Onion,147.3778177
Andhra Pradesh,KADAPA,2003,Kharif     ,Ragi,151.8499489
Andhra Pradesh,KADAPA,2003,Kharif     ,Rice,111.1391501
Andhra Pradesh,KADAPA,2003,Kharif     ,Sesamum,154.9809883
Andhra Pradesh,KADAPA,2003,Kharif     ,Small millets,143.0767829
Andhra Pradesh,KADAPA,2003,Kharif     ,Sunflower,123.1132395
Andhra Pradesh,KADAPA,2003,Kharif     ,Urad,110.3330397
Andhra Pradesh,KADAPA,2003,Rabi       ,Arhar/Tur,46.20075363
Andhra Pradesh,KADAPA,2003,Rabi       ,Bajra,45.57342158
Andhra Pradesh,KADAPA,2003,Rabi       ,Dry chillies,138
Andhra Pradesh,KADAPA,2003,Rabi       ,Gram,133
Andhra Pradesh,KADAPA,2003,Rabi       ,Groundnut,95
Andhra Pradesh,KADAPA,2003,Rabi       ,Horse-gram,33
Andhra Pradesh,KADAPA,2003,Rabi       ,Jowar,20
Andhra Pradesh,KADAPA,2003,Rabi       ,Maize,150.4205512
Andhra Pradesh,KADAPA,2003,Rabi       ,Onion,101.5231384
Andhra Pradesh,KADAPA,2003,Rabi       ,other oilseeds,160.9547656
Andhra Pradesh,KADAPA,2003,Rabi       ,Ragi,143.3104292
Andhra Pradesh,KADAPA,2003,Rabi       ,Rice,144.0755074
Andhra Pradesh,KADAPA,2003,Rabi       ,Sesamum,116.7072367
Andhra Pradesh,KADAPA,2003,Rabi       ,Small millets,124.1387242
Andhra Pradesh,KADAPA,2003,Rabi       ,Urad,149.8856433
Andhra Pradesh,KADAPA,2003,Rabi       ,Wheat,156.9829016
Andhra Pradesh,KADAPA,2003,Whole Year ,Banana,29.35535818
Andhra Pradesh,KADAPA,2003,Whole Year ,Beans & Mutter(Vegetable),231.3748777
Andhra Pradesh,KADAPA,2003,Whole Year ,Bhindi,32.32748862
Andhra Pradesh,KADAPA,2003,Whole Year ,Brinjal,32.4224606
Andhra Pradesh,KADAPA,2003,Whole Year ,Cashewnut,423
Andhra Pradesh,KADAPA,2003,Whole Year ,Citrus Fruit,110
Andhra Pradesh,KADAPA,2003,Whole Year ,Coconut ,226
Andhra Pradesh,KADAPA,2003,Whole Year ,Coriander,69
Andhra Pradesh,KADAPA,2003,Whole Year ,Cucumber,60
Andhra Pradesh,KADAPA,2003,Whole Year ,Mango,148.0854128
Andhra Pradesh,KADAPA,2003,Whole Year ,Orange,111.0695127
Andhra Pradesh,KADAPA,2003,Whole Year ,Other Fresh Fruits,159.4347786
Andhra Pradesh,KADAPA,2003,Whole Year ,Other Vegetables,12
Andhra Pradesh,KADAPA,2003,Whole Year ,Papaya,126.6238356
Andhra Pradesh,KADAPA,2003,Whole Year ,Pome Fruit,152.3345384
Andhra Pradesh,KADAPA,2003,Whole Year ,Sugarcane,100.6008338
Andhra Pradesh,KADAPA,2003,Whole Year ,Sweet potato,141.734904
Andhra Pradesh,KADAPA,2003,Whole Year ,Tobacco,105.6461456
Andhra Pradesh,KADAPA,2003,Whole Year ,Tomato,140.40676
Andhra Pradesh,KADAPA,2003,Whole Year ,Turmeric,125.2565862
Andhra Pradesh,KADAPA,2004,Kharif     ,Arhar/Tur,60.62846034
Andhra Pradesh,KADAPA,2004,Kharif     ,Bajra,80.65861122
Andhra Pradesh,KADAPA,2004,Kharif     ,Castor seed,41.50230839
Andhra Pradesh,KADAPA,2004,Kharif     ,Cotton(lint),110
Andhra Pradesh,KADAPA,2004,Kharif     ,Dry chillies,80
Andhra Pradesh,KADAPA,2004,Kharif     ,Groundnut,108
Andhra Pradesh,KADAPA,2004,Kharif     ,Horse-gram,35
Andhra Pradesh,KADAPA,2004,Kharif     ,Jowar,28
Andhra Pradesh,KADAPA,2004,Kharif     ,Maize,129.1829787
Andhra Pradesh,KADAPA,2004,Kharif     ,Moong(Green Gram),149.5641617
Andhra Pradesh,KADAPA,2004,Kharif     ,Onion,138.7560031
Andhra Pradesh,KADAPA,2004,Kharif     ,Other Kharif pulses,115.2119245
Andhra Pradesh,KADAPA,2004,Kharif     ,Ragi,141.7881363
Andhra Pradesh,KADAPA,2004,Kharif     ,Rice,120.5007611
Andhra Pradesh,KADAPA,2004,Kharif     ,Sesamum,140.8742272
Andhra Pradesh,KADAPA,2004,Kharif     ,Small millets,144.6590704
Andhra Pradesh,KADAPA,2004,Kharif     ,Sunflower,135.7871843
Andhra Pradesh,KADAPA,2004,Kharif     ,Urad,100.1355222
Andhra Pradesh,KADAPA,2004,Rabi       ,Arhar/Tur,53.31508129
Andhra Pradesh,KADAPA,2004,Rabi       ,Bajra,40.50490993
Andhra Pradesh,KADAPA,2004,Rabi       ,Dry chillies,77
Andhra Pradesh,KADAPA,2004,Rabi       ,Gram,137
Andhra Pradesh,KADAPA,2004,Rabi       ,Groundnut,109
Andhra Pradesh,KADAPA,2004,Rabi       ,Horse-gram,33
Andhra Pradesh,KADAPA,2004,Rabi       ,Jowar,32
Andhra Pradesh,KADAPA,2004,Rabi       ,Moong(Green Gram),128.0245919
Andhra Pradesh,KADAPA,2004,Rabi       ,Onion,118.0199839
Andhra Pradesh,KADAPA,2004,Rabi       ,Other  Rabi pulses,120.2297681
Andhra Pradesh,KADAPA,2004,Rabi       ,Ragi,133.9649509
Andhra Pradesh,KADAPA,2004,Rabi       ,Rice,112.9726309
Andhra Pradesh,KADAPA,2004,Rabi       ,Safflower,127.1738456
Andhra Pradesh,KADAPA,2004,Rabi       ,Sesamum,115.9527638
Andhra Pradesh,KADAPA,2004,Rabi       ,Sunflower,148.5527819
Andhra Pradesh,KADAPA,2004,Rabi       ,Urad,132.4373942
Andhra Pradesh,KADAPA,2004,Rabi       ,Wheat,135.7922217
Andhra Pradesh,KADAPA,2004,Whole Year ,Banana,20.81864304
Andhra Pradesh,KADAPA,2004,Whole Year ,Cashewnut,451
Andhra Pradesh,KADAPA,2004,Whole Year ,Coconut ,214
Andhra Pradesh,KADAPA,2004,Whole Year ,Coriander,93
Andhra Pradesh,KADAPA,2004,Whole Year ,Dry ginger,138
Andhra Pradesh,KADAPA,2004,Whole Year ,Sugarcane,142.1176955
Andhra Pradesh,KADAPA,2004,Whole Year ,Sweet potato,113.8112497
Andhra Pradesh,KADAPA,2004,Whole Year ,Tobacco,148.0762494
Andhra Pradesh,KADAPA,2004,Whole Year ,Turmeric,130.2473294
Andhra Pradesh,KADAPA,2005,Kharif     ,Arhar/Tur,60.17191824
Andhra Pradesh,KADAPA,2005,Kharif     ,Bajra,90.46167097
Andhra Pradesh,KADAPA,2005,Kharif     ,Castor seed,55.47572184
Andhra Pradesh,KADAPA,2005,Kharif     ,Cotton(lint),96
Andhra Pradesh,KADAPA,2005,Kharif     ,Dry chillies,80
Andhra Pradesh,KADAPA,2005,Kharif     ,Groundnut,117
Andhra Pradesh,KADAPA,2005,Kharif     ,Horse-gram,35
Andhra Pradesh,KADAPA,2005,Kharif     ,Jowar,27
Andhra Pradesh,KADAPA,2005,Kharif     ,Maize,135.829164
Andhra Pradesh,KADAPA,2005,Kharif     ,Moong(Green Gram),119.9740336
Andhra Pradesh,KADAPA,2005,Kharif     ,Onion,108.9471781
Andhra Pradesh,KADAPA,2005,Kharif     ,Other Kharif pulses,145.757768
Andhra Pradesh,KADAPA,2005,Kharif     ,Ragi,107.7593423
Andhra Pradesh,KADAPA,2005,Kharif     ,Rice,114.6140723
Andhra Pradesh,KADAPA,2005,Kharif     ,Sesamum,104.5769892
Andhra Pradesh,KADAPA,2005,Kharif     ,Small millets,160.6027228
Andhra Pradesh,KADAPA,2005,Kharif     ,Soyabean,103.6500401
Andhra Pradesh,KADAPA,2005,Kharif     ,Urad,102.3882042
Andhra Pradesh,KADAPA,2005,Rabi       ,Bajra,68.63597746
Andhra Pradesh,KADAPA,2005,Rabi       ,Dry chillies,143
Andhra Pradesh,KADAPA,2005,Rabi       ,Gram,109
Andhra Pradesh,KADAPA,2005,Rabi       ,Groundnut,83
Andhra Pradesh,KADAPA,2005,Rabi       ,Horse-gram,37
Andhra Pradesh,KADAPA,2005,Rabi       ,Jowar,32
Andhra Pradesh,KADAPA,2005,Rabi       ,Maize,160.5246447
Andhra Pradesh,KADAPA,2005,Rabi       ,Onion,102.0666554
Andhra Pradesh,KADAPA,2005,Rabi       ,Other  Rabi pulses,146.4796386
Andhra Pradesh,KADAPA,2005,Rabi       ,Ragi,135.3422579
Andhra Pradesh,KADAPA,2005,Rabi       ,Rice,153.8781346
Andhra Pradesh,KADAPA,2005,Rabi       ,Safflower,108.4092612
Andhra Pradesh,KADAPA,2005,Rabi       ,Sesamum,146.0650984
Andhra Pradesh,KADAPA,2005,Rabi       ,Urad,125.4594538
Andhra Pradesh,KADAPA,2005,Rabi       ,Wheat,120.4951612
Andhra Pradesh,KADAPA,2005,Whole Year ,Banana,32.33380917
Andhra Pradesh,KADAPA,2005,Whole Year ,Cashewnut,416
Andhra Pradesh,KADAPA,2005,Whole Year ,Coconut ,204
Andhra Pradesh,KADAPA,2005,Whole Year ,Coriander,76
Andhra Pradesh,KADAPA,2005,Whole Year ,Sugarcane,101.3319687
Andhra Pradesh,KADAPA,2005,Whole Year ,Sunflower,135.315471
Andhra Pradesh,KADAPA,2005,Whole Year ,Sweet potato,114.7342471
